headline,text
write a note and pass it to your crush introduce the idea without saying anything ask for help with something let it slip out to someone else find reasons to invite the person out just flirt,note one common effective way confess crush tends less awkward inperson confession give space comfort person feel way write short note confess crush pas person person put locker make sure note handwritten legible relatively short point need clever overly romantic cut chase ive always notice seem really sweet kind cute id love get know well really like want confess crush person always well text online note good balance personal also give space nervous else fails conversation phone via skype always preferable texting case action make crush obvious say know really like crush gradually becomes aware like shall natural clear say bluntly go way talk crush bump hallway change route see regularly always make point say hi always make eyecontact shy away like embarrass make eye contact smile flirtatiously see person crush show interest like try get know crush friend first confess anything may grow naturally one great way start conversation get crush talk ask help something simpledepending crush like get flirtatious conversation ask help homework assignment class together start compliment like seem smart class think could talk little sometime assignment need help pretend lose something hey see book around crush help say youre sweet case rumor start could actually work advantage tell friend get major crush someone get around friend crush get around crush might do job without really anything shall know talk lot easy tell couple friend embarrass spread always deny later never actually say anything therell evidence anything embarrass get reject never deny really interested someone would care someone knew like somebody nothing embarrass scariest thing know crush feel lot easy confess crush bluntly pretty sure crush like back one great way figure invite crush kind event like party afterschool activity necessarily date keep eye thing crush might enjoy go know really like marvel movie thought might want come see new iron man dad get extra ticket curious thought might appreciate crush get really excite seem really flatter really want go take good sign take next step get chance friendly flirty whenever get chance whole lot communicate crush say loud talk crush way might mess around friend people comfortable around tease crush friendly way find funny reason let sense humor talk instead say hey today say something like im think organize jailbreak school need accomplice say much romantic phrase crush instead tell someone make obvious interested become unnecessary say loud
meet your crushs friends flirt nonverbally start a conversation talk about common interests ask her about herself be a good listener compliment your crush laugh at his jokes stay in contact,youre nervous talk crush try talk friend friend know one crush friend go together chat dont connection crush friend try meet one two chat circumstance common like class work projectyou could start conversation something simple final project english due end talk lot crush friend youre bound meet hang crush long become friend crush friend way get crush good book dont talk crush friend start ask crush immediately meeting obvious like try play cool feel nervous approach crush several thing get attention appear interestedmake eye contact smile eye contact smile show friendly approachable make sure overdo crush doesnt respond first time dont keep youre girl play hair especially long twirl hair around finger brush side draw attention hair way highlight one asset youve never spoken crush time take plunge find reason talk crush preferably arent many people around wont get interrupt dont know crush talk something relate circumstance youre infor instance wait line something ask crush hey think wait worth break room work could say try cooky susan brought really good ask question good way start conversation instance class could ask hey mr feinstein say homework could also ask help whether opening jar reach something carry heavy suitcase get help homework ask crush help great way start conversation also make crush feel good good way first interaction positive one start talk crush talk anything may common people naturally attract people thing common talk share passion good way create bondfor instance school track team ask crush feel next track meet ask crush question show find interest want learn since people like talk also good way keep conversation goingfor example ask crush long work class take semester ask crush may worry go say next go respond say lull conversation solve listen difficult listen someone also focus nervous listen attentively take attention away bring subject hand try respond meaningful followup question something show crush interested listen crush talk take scuba lesson ask become interested dive take class long take become certify see pause conversation opportunity change focus conversation giveandtake spend entire time talk crush also seem like wait take breath talk show good listener genuinely interested crush say help feel comfortable around make nervous make eye contact crush show listen engage stare could little intense try meet gaze occasionally show listen nod make affirm sound like mmm hmm right superficial people love flattery talk try compliment crush something compliment also often good way keep conversation go put new courseif know crush sport could say ive see play soccer youre really good could also say like shirt compliment aspect appearance limit one compliment avoid look like suck another way flatter connect crush laugh joke show crush similar sense humor find funny laugh together great way connect share momentas laugh even say youre funny want extra flirtatious touch crush arm laugh add another layer connection way make crush feel closer try keep run talk crush every time see crush hall around town say hello pick conversation last time talk feel like crush like amp flirtiness even ask
define your style speak your voice use social media use confident body language,take look wardrobe make sure clothes feel like arent thing youve year cant bring get rid clothes great way express show personality define style give crush idea youre could make crush interested talk youif youre sporty guy wear favorite team jersey youre feminine cute embrace side wear pastel lacy clothes youre rebel wear band shirt black jean dont copy crush style crush preppy style dont think dress like youre go country club thats look need feel comfortable feel like clothes make heard crush around class crush participate answer question voice opinion feedback work club meeting even try chat friend around crush give crush well idea kind person aretry best cheerful upbeat around crush people naturally attract happy confident people best positive around social medium great way reach crush indirect way even crush isnt facebook friend isnt follow social medium still may see post picture mutual friendstry craft social medium presence show best possible light make sure post picture present positive interest person make sure arent tag unflattering photo photo anything inappropriate even crush make feel nervous best act confident stand straight relaxed smile dont cross arm look ground fidget behavior make look protective nervous also try keep body turn toward crush oppose away
do not wait try to stay calm and cool introduce yourself if necessary talk oneonone in person have a specific date or event in mind to follow up with just cut to the chase do not worry about rejection,best time confess crush right use wait give crush opportunity start date someone else find someone else crush forget know someone like perfect time time wait crush currently date someone tell someone like relationship make thing kind complicate best find someone else crush return person later single despite may think tell someone like big deal even feel way shall nice thing say especially approach calm cool way gentle humorous approach make easy try take pressure build look mirror say get im cool person crush want go put look best day decide wear clean stylish clothes fit well flatter make sure freshbreathed cleanhaired know crush well kind difficult confess crush last thing want take risk say say wait sure whether person know go introduce complicate hey know know real well grade think mr robinson class last year well ive want tell something best way conversation private important feel comfortable calm possible avoid make superbigdeal also good little privacy less embarrass passing class period great time catch someone really quickly right class leave class good time could try sit together bus hang back say hey talk minute never go crush big group try confess middle lunch room everyone hear really awkward end go well private conversation oneoneone say like crush say like go say wellcool important specific date mind follow dance come say cool hop maybe could go dance together would like nothing school related school say hop could get bite eat sometime want go pizza friday say around case might well rush expect much answer tell someone like may want think good thing worry wait big moment big deal point make complicate supercreative content like introduce smile say know ive want say long time ive always notice seem really cute sweet find think like lot follow script try talk lot people feel awkward situation think well reading script thatll make sound like robot talk naturally talk one old friend know happens happen everyone reject might sting little first whole lot well wonder might happen would say something didnt shall grow shall move crush get go get reject smile say well im glad know least good rest week never complain scoff anything dramatic even feel upset least know move
befriend them online first if you have not already make sure your crush is not seeing anyone talk to mutual friends about your crush hang out in groups pay attention,one good way little research get know someone confess crush friend facebook follow twitter wait stop wait reach online first make contact couple online chat help break ice finally talk person get conversation start person bring stuff already talk online reference something everyone saw facebook day good icebreaker one important thing find confess crush whether crush currently see anyone probably good idea hang back want make thing overcomplicated someone like online easy way check also watch closely see whether crush seem commit talk mutual friend ask around reach friend acquaintance want learn person crush find reason hang people friend crush start ask like like anyone think would interested good question ask remember slip bad thing happen might end make job stress lot easy find reason hang crush context date oneonone hang get know well invite thing group friend organize simple group hangout like movie night someone house group dinner somewhere invite crush still worried approach crush way someone else ask find actually like good least confess little crush make mistake someone actually much common want learn someone find whether might good together part start opening eye little crush seem enjoy hang sense humor like like free time spend time pay attention watch creepy way learn much watch sign body language around otherif crush start use close body language arm cross make eyecontact could sign interested might save grief
do not be shy talk about a subject heshe likes preferably not about school ask for help on your homework over time gain hisher trust by trusting them in return be yourself take an interest in hisher life do not talk about personal stuff such as exboyfriends or exgirlfriends do not dive in too fast or your crush will know you like himher,run himher say hi ask want sit lunch something similar flirt himher though heshe may already relationship never know aim get know friend girlboy friend can not come courage walk pretend something class need talk himher homework lesson could try tell complete class survey really good way find information person though kind risky find really assignment may work emergency situation long awkward silence give impression want know himher person ask question get know find really like himher crush skindeep get something call text ask help show think intelligent think lot trust built ask come house explain something tell himher secret invite himher place friend thing normally friend need fake anything try get himher friend buy himher cute gift see hisher game hesshes sport visit himher occasionally might make himher feel uncomfortable gush feeling problem shall start think overexcited
pick a good time greet them casually compliment them on something note their body language find common ground find a reason to continue the conversation offer an invitation set yourself up to feel good remember theyre just like you smile and make eye contact give yourself a pep talk,since theyre crush probably general idea schedule think youll see class hall free period figure time know youll around time strike conversation use common sense change plan need plan talk recess see cram test heat discussion friend postpone chat dont want force conversation theyre busy nice hey work conversation starter almost situation informal way start conversation rather launch preplanned spiel additionally crush might let know good time talk say im hurry meet someone library know might great time may sound silly use crush name induce warm fuzzy feeling right bat say hey brad sound much personal hey can not make whats flow tongue naturally open anything feel natural say something like excite class today watch new episode last night anything else smoothly start conversation doesnt anything major easy way get good grace right start hopefully launch fullfledged conversation tell like new haircut piece clothing appearancerelated thing notice something compliment show crush pay attention provide opportunity tell itif applicable could also mention recent accomplishment noteworthy achievement crush say anything congrats win football game last saturday heard played great like say class today totally agree engage conversation continuously look phone glance shoulder angle body towards closest exit wrap upthey might say friendly thing focus conversation whatever reason face listen youre say make eye contact proceed could anything crazy history teacher monday morning little brother best friend find common ground great way find something talk forge real connectionif can not think common ground create dont class social circle find something connect know absolutely love certain genre music tell start listen want recommendation know passionate cause ask learn get involve doesnt matter total opposite find something bring relate bond somethingnot show crush youve take note interested also truly learn something new whatever subject matter discus youre shy first time speak crush conquer fear talk victory want take step try find continued moment example discus television show enjoy say something along line well discus next week episode ensures talk youre bold ask phone number social medium info email address continue chat outside school next step feel particularly bold even something simple like study exam guarantee youll get face time crush doesnt date still two people get know well romantic part may come later matter eager talk spend time best let thing evolve naturally dont hit phone number three minute meeting sometimes help get confidence approach crush whatever need make feel good wear new tshirt spend little extra time hair pump favorite song embrace day feel great strike conversation feel good youll exude confidencewearing lucky shirt stand straight visualize great conversation head additional way give boost confidence need doesnt matter feel good matter cute smart funny cool crush seem person like feel awkward sometimes want like want make friend like try put pedestal make talk even intimidate know theyve admire afar whole time owe try matter anxious shy may feel inside important look like youre calm cool collect flash big smile try look speak show youre sure automatically impressedwhen speak crush make sure face speak loud enough understood use friendly tone also lean towards well hear say look terrify theyll likely feel bit awkward camouflage nervousness summon confidence smart capable charm person think best quality wonderful thing offer people around love appreciate strength matter crush either see grateful speak silly loss go forth conquer also try calm right talk crush whether listen calm music go walk quick chat good friend watch funny video calm help get rid jitter come talk crush
find out why they hate you through a friend address any misunderstandings apologize and make things right if needed choose a good time to talk smile try easy conversation starters discuss mutual friends draw on joint activities ask about their interests be kind not argumentative,seek mutual friend well understand crush might hate sometimes crush doesnt hate perception wrong could ask friend say id really like get know john well think hate know there truth crush might hate misunderstand clearing bring two closer together let say found friend crush saw open locker reason hate could approach crush try clear thing upfor example could say hey think may dislike believe stole something locker want let know reason locker school administrator thought one use open master key purely accident could say totally understand might think strange thing see id probably think crush real reason bad feeling towards apologize try make thing right genuine apology try say plainly wrong dont try justify actionsfor example crush hate make fun public could say hey ive time think want let know sorry right another apology could go im sorry participate mean prank pull really regret find good time approach crush neither busy catch opportune moment theyre likely receptive conversation make sure pick time busy work something engage conversation someone elseif see crush sit bench could say hey mind sit beautiful day isnt smile make seem happy open appeal crush flash smile let know youre feel friendly feel intimidate imagine crush old friend feel ease youre sure say approach crush try easy phrase kick conversation dont particularly load customize crush break ice could say weekend do anything fun lately example know weather suppose like week highlight day today crush friend common great source conversation try incorporate mutual friend group hangout simply discus get know someone close may discover new thing common could say met damien cross country love run think youre friend damien guy meet sarah met poetry slam think saw hang guy know possible crush already certain activity like sport class common make easy conversation try draw share experience schoolfor example could say thought school assembly really funny tuesday think see school soccer match friday night really close ask crush thoughtful question hobby engage positive way show youve pay attention thing important interested get know well could say notice play tennis watch wimbledon year like cooky brought homeroom whats favorite thing bake engage crush debate argument feel badgering even like friend try kindest appeal self pay earnest compliment exhibit common kindnessfor example could say hey really like sweater look nice bought extra soda vend machine would like
find common interests start off as friends be a good listener be yourself have confidence be approachable and kind take care of your appearance avoid overanalyzing the situation make time to talk oneonone use your body language flirt with your crush give them space,one simplest way closer find activity interest crush like talk crush something like identify interest match spend time activitiesconsider ask thing like whats like soccer team use play soccer notice like draw kind thing sketch like sketch journal sometimes activity enjoy make sure time spent look way crush different sometimes get know someone involves see common interest may different approach though romantic feeling may hard control important get know real person crush would want person like someone also want friend feel like crush would good friend interest different think may mean would want close someone think would good friend allow friendship lead romance rather way around rush something try find way keep mind crush focus friend first consider ask crush friend hang friend weekend event keep interaction casual first rather try find like make effort listen crush like positive smile give sign listen say distract thing avert eye due shyness actually listen crush say think way look shall able really know person like listen consider respond thats really interest wow cool ask followup question actively listen crush pay attention say ask detail talk clarification something sound confuse important true self honest like like try fake someone hate think thing matter act dress way feel comfortable natural unique amaze person get credit proud do need shy away show others confidentbe positive surround people positive kindness key approachable friendly may get crush notice may hesitant friend let close rude cold standoffish try overcome shyness least short conversation consider compliment crush talk something consider say thing like like shirt play guitar well presentable take care body clean hair nice clothes need get dress every day someone likely talk notice nice appearance avoid wear provocative clothes may send wrong message crush girl need ton makeup high fashion clothes presentable healthy appearance good consider wear mild perfume guy avoid look like roll bed make sure clean outfit consider wear cologne crush likely someone know close friend yet like anyone new may lead something close avoid idealize crush still regular person like everyone elseit take time develop new friendship relationship crush notice overnight realize crush may intentionally ignore large class school workplace oftentimes may notice someone interact time oneonone find way separate group friend something two consider way walk home class hang area school school two little work school work together make available help something various way give nonverbal cue interested make eye contact smile laugh say something funny put hand shoulder place hand near lip talk seem sad worried something give hugif sit next crush long car ride put head shoulder see crush respond body language act way pull back nonverbal cue good way understand someone think say consider openly flirtatious compliment crush say something like without say like nonverbal body language note directly talk like themconsider say really like talk rather blurting like consider say thing like like hair like hang youre really cool spending lot time around crush seem hesitant talk try avoid come clingy friend family anyone spend time show independent actually make attractive center time around crush remember lot cool people fun thing crush thing matter crush may notice time apart let miss little hopefully notice around
be polite look nice listen to what they have to say be interested be fun and nice compliment them on something smile when approaching someone greet them facetoface with a smile never interruptdisturb do not flirt be calm the goodbye,smile gently wave may happen walk pas would like person give first impression know nice make sure clothes worn inappropriate occasion look presentable may give insight like dislike make know interested person talk eye contact ask hobby talk someone shy try make laugh make comfortable though may active present conversation want leave impression nice person talk next time comfortable around compliment clothing accessory body part save latter later know well shake hand light germ firm apart military gently make sure person interest talk bad thing interrupt someone work something talk someone else try avoid hit person barely know whether love tap want come strong whether try gain person friend boyfriendgirlfriend try stumble across word make sure know talk opening mouth talk either want anyone think knowitall motor mouth want give first impression end conversation let know enjoy conversation comment like nice talk something joked conversation like remember owe one cub win want leave impression nice sense humor leave big smile pleasant goodbye
distance yourself from them remove their contact information and text messages from your phone remove them from social media sites stop talking about them and dont allow yourself to think about them ask your friends not to bring them up avoid places they and their friends go get rid of tangible traces of them allow yourself to grieve and dont get mad know youll find someone else,one effective way help get crush distance minimize contact potential contact get without linger tie could upset reinforce feeling themdistancing hard first ultimately well make process get easy faster one way assure wont contact crush delete contact information phone also consider erase text message may delete information keep contact moment weakness wont everpresent reminder eitherif youre reluctant delete information entirely consider write piece paper wont see every day store safe place email copy text message archive arent ready completely delete remember even delete contact may delete contact either respond choose send brief polite response large number social medium site facebook instagram mean increase accessibility people even dont necessarily want contact remove crush presence social medium account limit amount contact themif youre concerned might hurt crush leave others question motif unfollowing defriending social medium site find way minimize see apps example facebook simply unsubscribe post make sure dont get status update natural crush someone talk think lot reinforce feeling consciously mention conversation actively shift thought think help get quicklyit may difficult mention conversation especially mutual friend try talk ask often also step away conversation need talk process thought feeling dont make regular habit friend know feeling crush may occasionally mention remind may hinder ability get ask friend bring update possiblethere likely situation especially group mutual friend crush name brought order get quickly step away group theyve move new topic conversation crush may many thing common include friend class workplace favorite place avoid situation run risk see take class together work place dont sit near sit next also find way relocate decide keep cordial also engage eye contact themthen could make thing awkward spark unwanted conversation like restaurant example try new place eat get rid reminder may help get crush youll want remove trace everything phone social medium photograph memento homeyou either take gradual coldturkey approach remove life might emotionally easy remove reminder bit bit also get rid trace difficult speed process get crush delete email get rid letter card present crush hold thing make hold feeling themdelete photo two together get crush painful process completely acceptable grieve relationship also important get mad crush process cant control feeling cant control feeling yourecognize crush something significant life even didnt romantic relationship still relationship ok sad loss thisdont angry crush might even know feeling might situation cant reciprocate feeling dont get angry something much controlthere many reason may get crush perhaps found boyfriendgirlfriend perhaps always relationship married maybe parent oppose maybe something simple old maybe wise enough realize would compatible relationship even though romantic feeling factor little control can not mad youre especially hard time process always get counsel help feeling many fish sea crush may right person end find someone else great quicker get crush open heart find personfocusing crush flaw help get possibly even find someone well suit
lean on your support system focus on yourself and your other interests try new activities meet new people consider flirting or dating someone else,youre likely feel best try get significant person life good time lean even reconnect family friend talk feeling distract fun activity support system help get crush quicklyfriends family keep wallow sadnessthey provide excellent distraction fun activity dont involve crush concentrate try get crush may make realize dont feeling themfor example start exercise try new fitness activity like yoga also help focus mind something crush might also want take class help jobwhatever always make sure make feel good also good time try new activity distract feeling often something distance crush easy get example maybe youve always want learn rock climb new activity require lot practice leave less time think crush get meeting new people dont relationship contact good distraction feeling crush may find much well time new friend acquaintance ever themthere many different way meet new people include join run group go happy hour new place group activity excellent way meet new people distract crush might ready fully commit another person casually flirt date another person also help quickly get crush boost selfconfidence distract feeling crusha little harmless flirt may good help gain selfconfidence remember people might connection remember keep light fun
work on being the best you take care of yourself keep yourself clean look nice be confident show them how wonderful you are be a good friend spend time together get to know them let them get to know you find things in common share in their passions let them be their own person show your availability flirt with them touch them tell them that you like them ask them out,want someone attract real last way shall need attractive first best possible version bring quality good take problem head learn fun skill learn sort fun skill always want make happy also make interest people passion talent attractive go long way towards make people like help others one want real jerk show crush kind wonderful person help others help friend people around help community volunteer relax funny good sense humor sweat every little problem panic every time talk crush people want someone help relax seem wound time go harder time attract change want change one else thing like change nothing wrong make sure anyone else force someone go work well longterm want someone like really eat healthy diet starve get lot exercise help look healthy strong attractive quality people also feel lot well show everyday interaction stay freshsmelling shower regularly wear clean clothes forget deodorant smell bad really turn lot people away even great personality wear nice look clothes take care hair skin dress like movie star even wear brand name clothes wear look good really people notice confidence incredibly attractive boy girl course actually confident people rarely confident seem make people think constantly apologize instead stick pursue thing important let crush see best side friendly kind never complain hardship really negative around gossip get really angry around let see thing make happy fun friend people want date someone basically one best friend want get along really well show fill role good friend support problem help best self encourage reach star can not get attention help get know never spend time together hang either alone group friend group well begin see fun around go movie play game arcade go special event like local concert talk get know really take attraction seriously feel like know like talk thing matter like want life idea current event great way get know someone much significant know favorite color let get really know thing want find let find open question try make seem super mysterious want see whole real person find thing common thing bond share help connect deeper level begin build last feeling side start thing like movie music move thing like hobby even like thing important try understand thing see significance understand thing matter crush maybe even learn enjoy important part develop relationship one reason lot people reluctant get relationship think mean go lose lot freedom show crush nothing fear let independent person also show independent make crush think someone else make sure project single look date flirt people much spend ton time someone gender start show interest crush flirt may ask show interest realize like start drop hint start flirt early need establish basic friendship first want help guarantee success jeez gentle touch shoulder forearm even hand face feel bold show interest even really get feel spark intimate affectionate gesture intent difficult mistake casually conversation definitely randomly shall need excuse go seem force get hint may need come right admit like terrify know sympathy bold brave take initiative may even make like respond like even want skip last step go straight one might ask responsibility usually go fall guy nothing wrong girl take lead find time alone find chance sweat rejection feel way right person shall find special someone take time
join organizations theyre in dont be afraid to flirt sit near your crush,maybe crush jazz band choir sport team join participate group crush give excuse around also increase chance talk crush theyll recognize youonly join organization club youre really interested youre something dont really like show crush might become less interested flirt crush really easy way get notice lead befriending flirt simple compliment outfit way theyre wear hair lightly touch arm walk subtle hint let crush know youre interestedfor example could say something like steve new haircut look really nice thats pretty dress karen could also lightly touch crush arm say hello hallway work use much pressure lightly rest hand arm get attention class crush try sit near work crush sit near meeting increase chance crush notice also give chance talk moreyou get even notice ask seat take sit directly next crush great way get conversation go also make sure crush notice sure
introduce yourself ask your friends to introduce you keep in touch talk about shared interests,easy way befriend anyone include crush introduce sure crush never notice great first step befriending think see around never introduce break ice move toward friendsfor example see crush hallway say something like hi ive see class think know name im taylor way crush learns name broken ice never met crush mutual friend ask one introduce give little bit connection crush make initial introduction easierask one mutual friend introduce say something like hey jimmy know kyle right could introduce u youve say hello time move substantial conversation texting great way stay contact longer conversation still keep casual send short simple text message thing common even schoolyou also type conversation social medium make feel comfortable say something simple hey jake believe jason math class today youve talk crush little might well idea like conversation thing like talk share interest great way befriend crush get interested something morefor example could say something like know say really like superhero movie come think new wonder woman movie
ask them to do something fun invite them to lunch suggest a group date be patient,share interest movie music ask crush go let crush know youre interested give chance fun memory together make likely crush become interested youdont forget people shy even theyre interested notice make effort might say anything go ahead ask something example say something like really like action movie new fast furious come want go see together way chance hang crush without lot pressure nervous ask outright make lunch seem like opportunity something else like talk homework assignment work issuefor example work together say something like hey james want grab lunch place street really good soup sandwich thought could talk project go school together say something like jenny want sit lunch question homework assignment youre really nervous hang crush oneonone suggest hang group friend give chance spend time crush without much pressureif youre go try group date let friend know youre ask theyre willing go make seem crush like youre invite come friend rather make big deal spending time example say something like friend go roller skate saturday want come u like someone might like back even notice right away patient keep try befriend might take little pay end
be clean have gorgeous hair have a sense of style be healthy be a good student smile make up a secret nickname for your crush with your closest friends get him to notice you try to start flirting,matter pretty nice one go like look smell dirty take regular shower use lightscented body wash loofah use sweetsmelling lotion bathshower use deodorant want brush teeth twice day make sure wear clean fresh clothes also anything gross public like pick booger something wash hair every day wash time week hair get disgustingly oily day without wash invest good dry shampoo use good shampoo conditioner make sure smell subtle pleasant try let hair air dry use heat less often possible use heat protectant must use heat hair regularly bleach dye hair much either curl straighten put bun ponytail braid anything want could leave use cute hair tie hair accessory switch hairstyle make sure look cute outfit make sure tanglefree soft can not wear hello kitty long sleeved tshirts huge grey sweatpants every day shop place like forever hm aeropostale brandy melville lulu lemon etc lot black legging go anything make sure go crazy pattern colour example wear strip shirt try wear solidcoloured pant black white timeless trend wear think look nice also keep mind comfort poky clothes ruin day also get one pair good runner nike good brand uggs pair converse cute flat good shoe take good place wear jewelry tastefully try wear real jewelry instead fake jewelry healthy solves problem shiny hair strong nail porcelain skin feel great indulge junk food go overboard try eat healthy food eat lot fruit veggie well protein like chicken egg nut tofu etc drink lot water get good amount sleep sleep one important thing ever try get exercise week could play sport ride bike around neighbourhood go gym crunch push ups home anything want get heart beating muscle work try organize possible make school much less stressful organize person make plan organize start next school year listen teacher like good student take good note use colourful gel pen make fun study read textbook use index card study friend etc try best confident go ace testprojectassignment try participate ask question understand well also make sure homework time excuse get good grade make future much brighter make feel good people also see smart people attractive enviable girl always keep smile face positive thought everyones go like make sure smile even feel laugh whenever feel like even one else laugh try negative look floor day remember nice everyone something like couch potato twist name kind inside joke always fun make sure tell closest friend crush talk keep feeling bottle really quiet shy daunt step try get notice make eye contact talk laugh joke make sure walk confidently slightly bold want something oldfashioned try accidentally bump hall book go everywhere say sorry could say something like thats okay fault get notice can not like even know exist afraid try make conversation get know bit laugh something one else know friend get notice really subtle thing like play hair smile directly try tease little steal stuff bit comfortable want could add physical contact nudge elbow even hug get really comfortable
look for signs of interest make your feelings known hint to your crush that you want to go the dance ask them in person ask them via text leave them a note give them baked goods play hangman put a note in a fortune cookie make a mix cd send them a message in a bottle,ask crush dance nerveracking know good shot say yes go long way boost confidence figure interested pay close attention act around example frequently initiate conversation seek crowd crush consistently go way speak near likely theyre attempt convey interestsif make note thing interest bring back later conversation thats also good sign may like youif youre still unsure try get friend gauge crush interest dont want directly ask himher outright fish information bring conversation see crush say react keep mind crush shy may extra awkward quiet around may drop hint help open youve get good idea crush feel time reciprocate want let crush know youre interested open potential advance best way talk frequently may seem bit awkward especially youre constantly nervous around bunch easy conversation starter try example compliment crush every see anything sweater look really good get haircut hair look really nice today remember go top try force also ask interest example crush play sport big gamer try ask question favorite sport team upcoming game release know theyre excite also get involve activity enjoy like go concert band like make sure stay true like dont want change get crush interested crush talk frequently least start try talk dance general dont say anything go together simply talk dance introduce idea make less awkward later ask also let know youre interested go try talk theme dance go music think theyll play example could say something like heard jerry jess try get group together take trolley dance instead limo much think thatll cost think dj take request want dance beyonce talk dance also give good idea whether crush plan go dance simplest method even usually stressful make situation easy crush try ask youre alone example class bus lunch get minute bunch people friend around make comfortable make simple start say something like hey could speak moment two alone ask wonder youd like go dance youre nervous try practice conversation friend beforehand whether crush talk frequently texting great way communicate without extra stress speak person take time revise want say multiple time try insert question normal conversation building example try talk school homework lead upcoming dance eventually ask theyd like go example text simple planning go dance date dance yet crush say ask would like go crush plan go friend ask theyll least save dance another easy relatively stressfree way ask crush dance leave note youre feel bold pas one class immediate response however youre feel bit shyer simply slip note ask theyd like go locker even leave direction note like circle n slip back locker end day may approach crush directly answer want make bit impression try make sweet treat crush find favorite cookie cupcake make bunch spell n c e top cupcake frost something subtle hand cupcake cooky friend girl guy alike give crush special one dance write itif crush doesnt like sweet try pizza youve get downtime class study hall rope crush game hangman turn come word phrase mark space either n c e go dance simply hold tight wait crush figure outyou try tactic game like pictionary scrabble might take little bit work shouldnt expensive buy big thing fortune cooky online around simply change fortune one make sure give crush youre hand friend classmate make sure crush actually open doesnt give someone else great idea crush similar taste music try put together bunch song think crush would like write message inside cd case dont need write anything long would like go dance could also write go dance directly cd another cute idea put note ask dance bottle mason jar fill jar candy like jelly bean mm sour patch kid sweet like make sure note big enough found get lose amongst candy
ask him why he has  he is interested in you watch how they act when they tell you why they are interested in you if he is a really genuine person imagine you are in his shoes calmly and gently say that you are really sorry but you do not see him in that way apologize for leading him on or giving him signs even if you did not notice or mean to  wait for his reply change the subject where possible and try to act like it has not happened imagine you are the boy it probably took a good while for him to build up the courage to ask you out  you can always tell him that you are flattered that he asked you out but that you are not interested in pursuing something romantic with him,boy world want beauty body want well know kind smart independent brave strong courageous etc wrong reason politely tell interested relationship may act nervous fidgety lie feel like stalker notice laugh act like joke probably serious think romantic usually tell difference can not really say hurt gently remain friend explain prefer friendif friend flatter hopefully react well ask still friend something like reaction sadness try console tell always friend avoid physical contact could exasperate reaction anger get violent aggressive give sympathetic look say im sorry walk away causally fast lucky friend happens near call start conversation act really interested leave like friend tell something interest amuse probably talk thing look guy like want avoid ask whileor ever causally say im really interested go right would like friend first take thing notch simply im interested go right
